epoch: 0, train_batch_id: 0, avg_cost: -86.19773864746094
epoch: 2, train_batch_id: 10, avg_cost: -94.10456085205078
epoch: 5, train_batch_id: 0, avg_cost: -110.97120666503906
epoch: 7, train_batch_id: 10, avg_cost: -154.68594360351562
epoch: 10, train_batch_id: 0, avg_cost: -162.29766845703125
epoch: 12, train_batch_id: 10, avg_cost: -159.2489013671875
epoch: 15, train_batch_id: 0, avg_cost: -163.48329162597656
epoch: 17, train_batch_id: 10, avg_cost: -160.03054809570312
epoch: 20, train_batch_id: 0, avg_cost: -160.70816040039062
epoch: 22, train_batch_id: 10, avg_cost: -161.919921875
epoch: 25, train_batch_id: 0, avg_cost: -165.46231079101562
epoch: 27, train_batch_id: 10, avg_cost: -158.65042114257812
epoch: 30, train_batch_id: 0, avg_cost: -164.605224609375
epoch: 32, train_batch_id: 10, avg_cost: -161.6575164794922
epoch: 35, train_batch_id: 0, avg_cost: -164.27435302734375
epoch: 37, train_batch_id: 10, avg_cost: -161.20016479492188
epoch: 40, train_batch_id: 0, avg_cost: -164.25323486328125
epoch: 42, train_batch_id: 10, avg_cost: -161.2141876220703
epoch: 45, train_batch_id: 0, avg_cost: -163.5054931640625
epoch: 47, train_batch_id: 10, avg_cost: -161.5008544921875
epoch: 50, train_batch_id: 0, avg_cost: -165.27023315429688
epoch: 52, train_batch_id: 10, avg_cost: -162.1162567138672
epoch: 55, train_batch_id: 0, avg_cost: -165.28564453125
epoch: 57, train_batch_id: 10, avg_cost: -163.06918334960938
epoch: 60, train_batch_id: 0, avg_cost: -165.04998779296875
epoch: 62, train_batch_id: 10, avg_cost: -162.85101318359375
epoch: 65, train_batch_id: 0, avg_cost: -166.52330017089844
epoch: 67, train_batch_id: 10, avg_cost: -162.53515625
epoch: 70, train_batch_id: 0, avg_cost: -165.52456665039062
epoch: 72, train_batch_id: 10, avg_cost: -162.4777374267578
epoch: 75, train_batch_id: 0, avg_cost: -166.1221923828125
epoch: 77, train_batch_id: 10, avg_cost: -162.2812042236328
