epoch: 0, train_batch_id: 0, avg_cost: -85.12269592285156
epoch: 2, train_batch_id: 10, avg_cost: -117.7801513671875
epoch: 5, train_batch_id: 0, avg_cost: -151.70159912109375
epoch: 7, train_batch_id: 10, avg_cost: -159.12857055664062
epoch: 10, train_batch_id: 0, avg_cost: -161.1923370361328
epoch: 12, train_batch_id: 10, avg_cost: -160.2627410888672
epoch: 15, train_batch_id: 0, avg_cost: -161.66783142089844
epoch: 17, train_batch_id: 10, avg_cost: -159.446533203125
epoch: 20, train_batch_id: 0, avg_cost: -159.98260498046875
epoch: 22, train_batch_id: 10, avg_cost: -161.17103576660156
epoch: 25, train_batch_id: 0, avg_cost: -161.7454833984375
epoch: 27, train_batch_id: 10, avg_cost: -160.57640075683594
epoch: 30, train_batch_id: 0, avg_cost: -163.543212890625
epoch: 32, train_batch_id: 10, avg_cost: -162.46795654296875
epoch: 35, train_batch_id: 0, avg_cost: -164.199951171875
epoch: 37, train_batch_id: 10, avg_cost: -161.47691345214844
epoch: 40, train_batch_id: 0, avg_cost: -162.013427734375
epoch: 42, train_batch_id: 10, avg_cost: -162.12606811523438
epoch: 45, train_batch_id: 0, avg_cost: -162.64144897460938
epoch: 47, train_batch_id: 10, avg_cost: -161.2384033203125
